날짜,리뷰
2023-01-27,"생각보다 옷이 커요 
소매, 카라, 바지 주머니쪽에 포인트 자수 귀여워요
운동갈 때 입으면 좋을 거 같고 안감도 부들부들합니다"
2023-02-06,"제가 여자 치고 큰편인데도 L은 엄청 컸어요 바꾸기 귀찮고 나름 큰 곰같이 좋은 것 같아 입고 있습니다.
아..ㅜㅜ 근데 이거 몇번 빠니까 소매에 보풀이 일어났어요 ㅜㅜ"
2022-12-09,한달넘게 기다려서 받음 180에78키로인데 사이즈가 크네요 건조기에 돌려서 좀 줄여야하나 퀄리티는 가격만큼해요
2022-12-09,확실히 옷 퀄리티가 좋아요! 다만 물이 조금 빠집니다ㅠ 하지만 이렇게 짱짱한 재질이라니 그건 대만족. 근데 바지 기장이 좀 길어요. 목 부분이 좁은편
2022-11-06,"부드럽고 편해요
상의는 s사길 잘했어요 리뷰보고 크다고 그래서 에스샀는데 벙벙하고 딱 좋아요 ㅎㅎ 바지도 편하고 기모라 따스해요"
2022-10-17,"퀄리티나 색상 착용감 디자인 다 맘에 들어요. 
다만 확실히 크기가 크네요. 
제일 작은 사이즈 구매했는대도 커요ㅠㅠ
오버핏으로 입을 편하게 입으실 거면 아주 좋아요."
2023-01-12,"질도 좋고, 기모도 두툼해서 엄청 따뜻해요!! 생각보다 크긴 하지만, 그래도 편하게 입을 수 있을 것 같아요! 잘 입겠습니다ㅎㅎ"
2021-11-22,"기모도 톡톡하니 질도 좋구요
품도 넉넉하니 활동하기에 불편함이 없죠
그런데... 밑위가 짧은거 같아요 
이런 종류 옷은 배바지로 입어줘야하는거 아닌가여"
2021-12-24,"162/52 평범한 체형입니다
옷은 일단 너무 이쁘고 따듯해요!!!
다리가 하나도 안시려요 ㅋㅋ기모라서
대신 가랑이부분이 약간 부담스럽달까...
그거만 빼면 완벽해요"
2021-12-29,두번째 구매입니다 일단 배송이 너무너무 느려요. 그치만 퀄리티 좋아서 기다렸구요~ 지금 교복처럼 입고있습니다
2021-10-29,"생각보다 더 크네요ㅜㅜ
한 사이즈씩 작게 했어도 괜찮았을 것 같아요
근데 네이비는 뭔가 색바란 느낌이 나요,,,"
2021-10-04,"약간 벙벙한 스타일을 원했는데 아주 맘에 들어요
 양쪽 소매에 색깔 다르게 포인트도 넘나 귀여우ㅏ용"
2021-11-30,"사이즈만 꼭맞으면 좋을텐데 아쉽아쉽
사이즈말고는 다좋아요 배송도 상품도  잘입겠습니다"
2023-01-28,"같읏곳에서산
후드셑업은 별루안컷는데
얘는 건조기두번ㄱ돌려야겠어요....
색감은맘에들어요
제가작은거죠... 그렇조.."
2022-02-20,"가랑이가 제법 웃김
상의도 일부러 m으로 삿는데 기장이 그렇게 긴 느낌은 없엇음 소매가 좀 더 길긴한듯?"
2021-12-04,처음에 개봉했을 때 상의에 오염이 있어서 교환신처하고 오늘 받았네요 옷 자체는 맘에 들지만 좀더 꼼꼼히 확인했으면 좋겠네요~~
2023-02-07,귀엽습니다! 하지만 폼이 커서 위에 걸쳐입기에는 조금 불편한 것 같아요. 티셔츠나 셔츠에 레이어드해서 봄 가을에 잘 입을게요! 색감은 홈페이지에 있는 색상과 유사합니다!
2022-11-06,"두툼하고 괜찮아요 근데 생각보다 어둡고 커요..!
 후드티 모자 큰걸 좋나하는데 적당하고 m 사이즈가 젤 작은 사이즈라 아쉽지만 그냥 입고다니기 적당한것 닽아요 제가 라이트인데 얼굴이 점 노래 보이긴하더라구여 ㅜㅜㅜ 그래도 뭔가 안경쓰면 괜찮을것 같기도 해요 ㅠ"
2022-02-25,"할인쿠폰 써서 저렴하게 구매했어요!!
기모랑 소재랑 모자랑 완전 만족합니당! 
아쉬운 점이 있다면 소매, 허리부분에 시보리가 약간 아쉬워요 근데 진짜 약간! 아쉬운 정도에요
암튼 너무 만족합니당 색깔도 완전 이뻐요!"
2022-09-25,퀄좋고 색깔도 아주맘에들어용!! 근데 요즘 너무 오버핏이다보니깐 팔부분이 어벙벙해서 아쉽네요 ㅠㅠ 그래두 이뻐서 잘입을듯용
2022-11-26,"11월 8일에 주문했고 11.26에 받았어요 배송오래걸려요 22일날 일괄 배송이란건 알았지만 아쉽긴하네요.
그래도 상품은 최고퀄입니다 구매하세요"
2022-09-29,M사이즈하니깐 진짜넘이쁜 오버핏이네용ㅎㅎ배송도빠르고 넘맘에들어요!이가격에이정도퀄리티면 넘나만족 기모라따뜻할거같구 좀더쌀쌀해지면 겉옷으로입어도되겠어요
2022-03-15,"작년에 검은색상 구매하고 너무 마음에
들어 올리브색상도 구매했어요
M사이즈 사면 제 키에 엉덩이까지 가려져서 좋아요"
2022-03-09,생각보다 사이즈가 크고 길이는 짧은 느낌이었어요! 사이즈는 크지만 핏 자체는 예쁘게 나와서 봄에 잘입고 다닐것 같습니다
2022-10-16,제가 원하던 색 그대로 …! 지금 날씨에 입기 좋아용 고민했던 제가 후회될 정두 .. 배송도 빨리와서 좋았져여
2022-09-28,"생각보다 색상 부담스럽지 않고 자주 입어질 것 같아요
내부도 포근합니당
후드 특성상 목부분이 조금 답답한 감은 있어요"
2023-02-04,"질은 너무좋아요 부들거리고 따뜻하고 역시 크림치즈라고 생각했어요
근데 다 잠구게 되면 화난오랑우탄 가슴마냥 부해져요.. 중간정도로 내려도 뭔가 어깨깡패 가슴깡패느낌..
투집업이였으면 부한게 덜했을것같은데
그러면 가격이 더 높았겠죠?
지퍼도 부드럽게 올라가는 좋은 지퍼는 아닌것같아요
하지만 입을만하고 재질이 좋아서 입습니다"
2022-11-12,"🖤🖤🖤🖤연그레이 꼭사.ᐟ.ᐟ.ᐟ.ᐟ 🖤🖤🖤🖤
실물이 훨~~씬 예뻐요.ᐟ 약간 밀키한 느낌있고 민트그레이느낌?? 멜란지랑 다르고 기존에 생각하는 그레이와는 확연히 달라요 걍 일단 사서 받아봐야해요,, 카메라에 안담김…🤍
흔치도 않고 여기저기 코디하기도 좋구ㅠㅠ 
아방핏인데 모자가 무거워서 지퍼 풀고있으면 자꾸 뒤로 흘러내리긴해요ㅠ 아방수에서 유혹수되는 법,,
그리고 제껀 실밥이랑 마감처리 잘 안됐는데 특히 지퍼 위쪽보면 저렇게 지퍼 안감 봉제된 남은 부분 모서리가 날카로워서 다 잠글 때 맨살에 닿으면 아프더라구요ㅠ 자르니까 괜찮긴했는데 검수만 좀 잘됐으면 좋겠어야ㅠ"
2023-03-22,"핏 탄탄하고 모자 큰 걸 원했는데 이거 딱이에요
크치에서 크롭 후드집업 많길래 고민하다가 이거로 샀는데 너무너무 좋습니다 
기모에 길이도 골반까지 오고 축 늘어지지 않는 핏이라 좋아요 
근데 그만큼 떡대도 있어보이긴함! 그래도 만족 ㅎㅎ 다른 색 살 의향도 있습니다"
2023-02-12,일단 실밥이 너무 많았어요 기모도 생각보다 두껍진않고 얇은 기모정도입니다. 그래도 핏이 이쁘고 제 키에 기장감도 시보리 내랴입지않았을때 아방한 핏이라 트레이닝복 바지랑 입으면 딱 좋습니다.
2022-12-16,"배부분이 투웨이 지퍼가 아니라서 쪼이면서 계속 올라가는데
그것빼고는 소재도 탄탄하고 두꺼워서 좋아요.
지퍼만 투웨이면 진짜 만점짜리 옷이었을거 같아요!!
퀄리티가 좋으니 그냥저냥 만족하고 입어요^^"
2022-11-28,핏감도 너무 좋고 색상도 기본 그레이 색상이에요! 두께감도 좋고 다 좋은데 기모 안감에서 나온 털이 이너티에 너무 많이 달라붙습니다ㅠㅠ 돌돌이로 3번 이상 털어줬는데도 안에 어두운 색깔의 티를 입으면 새하얀 곰이 될 수 있습니다... 그거때문에 별은 하나 뺐어요
2022-10-28,아방하니 귀엽고 폭닥하고 모자가 큼직해서 좋아요 대신 모자가 무거워서 자꾸 옷이 뒤로 넘어가긴해요 기모도 되게 따뜻하게 잘 깔려있어요 크롭기장도 맘에듦 팔도 되게 긴데 소매 시보리가 잘 돼있어서 너덜거리지않고 손목에서 걸려서 아방한 핏 잘 만들어줌 근데 길긴 긺
2023-03-01,생각보다 옷이 조금 커서 당황했어요. 시보리가 짱짱해서 허리 이쁘게 잡아줘서 좋았습니다. 다만 옷을 잠궜을 때 가슴부분이 붕 뜨면서 좀 이상할 때도 있어요. 제가 말라서 그런 거 일수도 있어요. 가격대비 퀄리티도 좋고 재구매 의사 있습니다
2023-01-21,"색도 이쁘고 짱장해서 좋아요! 가슴이 큰편이라 주머니가 자꾸 위로 올라가지만,, 입을만 합니당💪 따뜻해서 날씨 좀 풀리면 이것만 입어도 될것 같아요~~"
2022-11-18,"생각보다 퀄 괜찮은데 조금 노란끼 도는 오트밀 색이네용
근데 어깨선이나 팔통이 너무 커서 다소 둔둔해보임 .. 옆통 커보이는 느낌이긴한데 예뻐요"
2022-10-26,사이트사진에서 보던 탄탄한 느낌은 있어요 따뜻하기도 하구요. 길이도 적당히 크롭이니 좋아용 그런면에선 진짜 좋은데 어깨 팔부분이 좀 많이 ㅋㅓ요… 어깡필요하신분 좋을듯하네용
2023-02-08,"어두운색 살걸 조금 후회중
마니 크롭이고 엄청나게 폭닥거리지는 않지만
적당하고 딱 기본 기모크롭후드티입니당~~ㅋ"
2022-12-31,"운동할때 가볍게 입으려고 샀어요
크롭기장이라 짧고 좀 어깡같아 보이긴 하는데 따뜻하고 색도 딱 생각했던 색이애요 화면같아요"
2022-11-23,"기본 크치메이드 보다 얇아요! 컬러는 넘 이쁜데
냄새가 진짜 심하게 식초 쉰 냄새가 나요ㅠㅠ"
2022-11-19,"받자마자 오픈했는데 냄새가 좀 났어요 ㅠㅠ
세탁 후 입어야될거같고
컬러는 화면으로 보는것과 같아요
크롭아방핏이라 귀욥미"
2022-11-09,생각보다 많이 크롭이긴 하지만 오히려 좋아여. 색감은 화면이랑 비슷해요. 맘에 들어욥. 기모라 이제 많이 입을 듯 해영.
2022-11-13,"이거 완저니 따듯해서 오늘 하루종일 더웟어요,,,
핏도 이쁜편이긴한데 무ㅏ랄까 모자가 너무 커서
옷이 자꾸 뒤로 쏠려서 올라간달까.. 그런것만 빼면 조아요"
2023-03-04,지금같은 환절기에 입기 딱 좋았어요ㅎㅎ 편하게 입기도좋고 따뜻해서 봄까지 쭈욱 입을수 있을것같아요ㅎㅎ 색도 이쁘더라고요
2022-12-31,모자가 크고 무거워서 계속 뒤로 넘어가는게 있지만 그래도 핏은 진짜 예쁜거같아요!! 크롭 기장도 딱 적당해서 좋고 무엇보다 너무 따뜻해요ㅠㅠ
2023-01-14,모자가 크고 소매도길어서 아방한핏이 제대로 사는것같아요! 소재도 양기모라 그런지 부들부들하고 따뜻한 편입니다! 잘 입을것같아요~
2022-12-13,"제가 살은 없어도 기본적인 뼈대가 좀 있는 편인데, 이 옷이 딴건 다 좋은데 어깨 쪽이 양 옆으로 살짝 부각되네요... 저보다 작고 마른 분들께 잘 어울릴거 같아요. 저는 어깨가 좀 있는 편이라.. 그래도 옷은 예쁩니다"
2022-10-30,"귀여워용ㅇ 색이 조금더 연한거 같아요 사진보다 
그래도 이뻐서 잘입고 있습니다 기모도 보들보들하고 좋아요ㅎㅎ"
2022-11-08,생각보다 얇긴한데 가뱌워서조아요우ㅜㅜ 그리고 뭣보다 핏이 너무 이쁘고 모자는 좀 많이 크긴한데 그래서 더이뻐요;ㅎ
2022-06-17,화면보다 어두운 느낌은 있지만 큰차이는 못 느끼는 정도입니다. 그리고 옷 질감은 브랜드가 아니야사 부랜드만큼 좋은건 아니지만 나름 만족합니다. 그리고 오버핏답게 박시한 스타일로 입기 좋은 것 같네요!
2021-09-18,"로고 색깔 흰색일 줄 알았지만 흰색이 아니었다..
그래도 편하고 이쁜 듯!
직진배송..이었지만 제주도라 그런지 3일 넘게 걸림..다들 빨리가나요..?
키가 작아서 옷 길이는 좀 김 그래도 편함!"
2022-04-12,"제가 원하던 핏과 길이 라서 정말만족합니다.
다만 옷이 생각보다 무겁고, 처음에 입었을 때 약간에 냄새가 나요.
그래도 세탁하고 입으면 괜찮을 것 같아요."
2022-03-27,"생각보다 엄청 얇고 흐물흐물합니당 모자는 그나마 좀 두툼해서 편하게 막 입고 다닐 것 같아요~ 그런데 배송 왔을 때 안에 투명 비닐이 꾸깃꾸깃하고 싹둑 잘라져있는 상태로 온 거 보니, 누가 이미 개봉하고 반품/교환한 상품을 그대로 받은 듯해 찝찝합니다ㅋㅋㅋ  ㅋㅋ 흠 세일해서 9900주고 샀는데 딱 적당한 가격이었어요! 엄청 탄탄한 후드티를 원하신다면 다른제품을 추천드려요!"
2021-11-06,176인 저에게도 팔이 조금 킨 편 이였습니다..ㅋㅋㅎ 그래도 크게 입는거 좋아하시는분들 아주 환장하게ㅜ좋아하실거같아요 진짜 핏도 엄청 예쁘고 색감도 사진에 예쁘게 나와서 좋아요 굿굿🥰
2020-10-20,"늘 그렇듯 실밥이 많고요
그 외에는 괜찮은것 같아요
근데 배송이 너무너무 느렸어요
정말 입고지연이 계속 되고 시킨거 전부 2주에서 3주는 걸린것 같아요
그래도 1+1에 판매하는데 괜찮았고 색감도 예뻤습니다"
2022-05-26,팔은 어깨부터 손까지 줄어드는? 디자인이어서 좀 아쉽지만 총장이 제 엉덩이 밑이라 넘 좋아요오 앞보다 뒤가 살짝 짧고 두께가 얇은 편이라 지금 시기에 입기 딱 좋은거 같아요
2021-10-29,"옷이 이뻐요! 색깔도 제가 원하는 색이네요~
큰거는 감안하고 산거라 역시 입어보니 팔부분이 많이 길어요 그래도 단독으로 입으면 더 예쁩니다~
비용이 워낙 싸고 걱정했지만 안해도 될거 같네요
다른 색으로도 구매 해야겠어요!"
2022-05-16,프린팅에 거뭇거뭇하게 물든거 빼고는 나쁘지 않아요! 안쪽 소재가 조금 까슬까슬해서 안에 레이어드 티 하나 입고 입으면 좋을 것 같습니다! 싸게 잘 산것 같아요~
2022-04-06,"음 제 엉덩이 덮는 길이인데 오히려 좋았어요 하늘색 이쁘네요
사진은 그림자져서 그런데 더 밝은 색이에요 남색에 흰색섞인 하늘색임"
2021-10-27,색도 예쁘고 핏도 오버핏으로 괜찮아요! 실밥이 좀 많긴 한데 이 가격이면 괜찮은 것 같아요
2020-09-16,사이즈는 그렇게 큰정도는 아니였는데 모자가 너무 심각하게 크고 무거워서 옷이 뒤로 쏠려 목이 좀 쪼여서 중간중간에 잡아서 내려줘야해요 그점 말고는 옷 질은 괜찮은 것 같아요
2021-10-01,오버핏 후드티답게 많이 박시합니다. 후드에 끝 나오는 부분 마감이 그냥 잘라진 느낌으로 있는게 아쉬워요~
2021-09-16,생각보다 더 크지만 편하게 입기 좋을거같아요. 색상은 화면과 같은데 제가 찍은 사진에서 브러쉬로 색칠한 색과 실제옷이 같다고 생각하시면 될것같아요.
2021-12-04,한번 빨았는데 밑단이 이상해졌어요. 빨기 전까진 괜찮았는데 빨고 나선 이상하게 늘어났어요. 근데 싸서 잠옷으로 입기 좋을거 같아요
2021-09-21,"저는 좀 핏 있는 제품 좋아해서 좀 커 보였어요 
그치만 너무 이쁩니다 
색 완전 추천!!"
2021-11-02,"일단 되게 크네요 ㅋㅋㅋ
크다는 후기를 봐서 크게 입지 뭐 하고 주문했는데 생각보다 더 크네요 ㅋㅋ
팔이 꽤 길고 전체 길이는 162센티 기준 엉덩이 다 덮습니다
레깅스에 입기 무난할거 같아요"
2021-06-30,편하고 핏도 이뻐요! 여름에 입기는 더운거 같이서 가을겨울봄 다 잘입을꺼 같아요
2021-10-25,색깔도 이쁘고 기모가 없어서 좀 추울 수 있지 않을까 했는데 되게 가볍고 따뜻했어요!
2022-04-25,"생각보다 엄~청 큽니다. 오버핏 감안하더라도..!
소재가 톡톡하긴 한데 모자부분 너무 무거워서 깜짝놀랐어요.."
2020-10-14,색감이 정말 좋고 재질도 보들보들해서 너무 좋아요!! 근데 사이즈는 살짝 작아요 ㅠ
